Text,True_Label,predicted_label,confusion_matrix_class
aktivis lingkungan greta thunberg makan mewah anak anak miskin kelaparan,1,1,True Negative
indeks korupsi ri buruk mahfud ingatkan dpr ruu disahkan,0,0,True Positive
surat gubernur sumatera utara dana pengamanan pilkada,1,1,True Negative
covid melonjak dprd dorong pemprov dki terapkan psbb,0,0,True Positive
sekjen pdip prioritas safari politik partai koalisi pemerintah,0,0,True Positive
selebaran kegiatan budaya gawai dayak juli,1,1,True Negative
ketua dprd beber kriteria pj gubernur dki gantikan anies,0,0,True Positive
ppp kirim kepengurusan pimpinan mardiono kemenkumham,0,0,True Positive
aktor artis nicky tirta meninggal dunia,1,1,True Negative
megawati tegur ganjar relawan menjatuhkan,0,0,True Positive
presiden jokowi larang sweeping atribut pki,1,1,True Negative
romi ppp korban politik pertarungan pilpres,0,0,True Positive
kanada terbebas covid,1,1,True Negative
jejak konflik ppp ramai desak ketum suharso monarfa mundur,0,0,True Positive
dprd dki ekonomi jakarta anjlok imbas kota dipindah,0,0,True Positive
gak salahnya belajar toleransi negeri jerman,1,1,True Negative
video banjir bandang sukabumi jawa barat september,1,1,True Negative
demokrat cermat berkoalisi ungkit kegagalan hamzah haz agum gumelar,0,0,True Positive
lautan merah ribuan masyarakat dayak sambut jokowi kalbar,0,1,False Negative
ppp sambut nasdem gabung kib surya paloh bertemu airlangga,0,0,True Positive
ashanty meninggal dunia,1,1,True Negative
pan peluang zulhas capres bangga ketum maju realistis,0,0,True Positive
baim adakan hadiah rp,1,1,True Negative
perindo ajak berkarya gugat syarat pencapresan mk,0,0,True Positive
pdip angkat suara foto selfie anies puan formula e,0,0,True Positive
video viral lombok anak smp berubah wujud anjing,1,1,True Negative
fadli zon habib rizieq dipenjara mundur dpr,1,1,True Negative
foto pemerintah jawa timur sdh buah kurantin tki yg bru pulang negri,1,1,True Negative
anggota dpr akses pers masuk rumah ferdy sambo,0,0,True Positive
varian covid berbahaya divaksin,1,1,True Negative
video karma hina lesti revi mariska mninggl dunia lesti terima pesan trkhir,1,1,True Negative
kib jakarta dukung ahmed zaki maju pilgub dki,0,0,True Positive
foto karya fenomenal ahok beli tanah beli bus rongsokan,1,1,True Negative
survei smrc kepuasan jokowi anjlok imbas isu periode,0,0,True Positive
jimly klaim persen anggota dpd antiperpanjangan jabatan presiden,0,0,True Positive
video tiktok who cut the giant ancient trees,1,1,True Negative
dprd dki mustahil jakarta penuhi persen rth,0,0,True Positive
klitih solo,1,1,True Negative
pamdal titipan anggota dpr mkd buka penyelidikan,0,0,True Positive
foto jokowi prabowo mengenakan baju pengantin,1,1,True Negative
gerindra prabowo anggap amien rais sahabat,0,0,True Positive
sandiaga tutup buku isu utang anies menatap,0,1,False Negative
warga dihimbau melintas toko spectra odp akibat virus corona,1,1,True Negative
cina pulau kalimantan diserahkan jaminan hutang,1,1,True Negative
nomor whatsapp bni customer service,1,1,True Negative
bawaslu kewenangan investigasi pelanggaran pemilu diperkuat,0,0,True Positive
wakil ketua dpd wacana uud diinisiasi bamsoet,0,0,True Positive
yel yel kecebong merencanakan menyusup cfd,1,1,True Negative
masker denda rp ribu semarang,1,1,True Negative
pemain ligue prancis lakukan aksi teatrikal sindir penggunaan gas air mata tragedi kanjuruhan,1,1,True Negative
putra haji lulung ketua bamus betawi gabung partai nasdem,0,0,True Positive
ribut tarian perut transjakarta ketua komisi b dprd dki mundur,0,0,True Positive
foto asteroid melintasi bumi desember,1,1,True Negative
foto kucing bernama mikael panther of kharkiv dilatih tentara ukraina,1,1,True Negative
manfaat poligami perpanjang umur pria,1,1,True Negative
din syamsuddin jelang muktamar muhammadiyah darah segar,0,0,True Positive
zulhas pan pertimbangkan dukung ganjar pranowo capres,0,0,True Positive
pkb ingatkan pan dikte jokowi reshuffle kabinet,0,0,True Positive
survei persen publik nyaman pemerintahan jokowi,0,0,True Positive
asosiasi pemerintah desa alasan dukung jokowi periode,0,0,True Positive
jokowi rayakan istana bogor,0,0,True Positive
nasdem bersyukur sahrul gunawan beban hilang,0,0,True Positive
gibran kaesang tertarik terjun politik kaget,0,0,True Positive
pdip dki beberkan pr anies rampung jakarta,0,0,True Positive
foto ditemukan situs peninggalan prasejarah dimasa raja firaun,1,1,True Negative
tifatul sembiring bela edy mulyadi jin buang anak menghina,0,0,True Positive
titiek soeharto ketua harian berkarya kubu tommy,0,0,True Positive
mkd dpr panggil effendi dudung tni gerombolan,0,0,True Positive
azyumardi alasan presiden bebek lumpuh,0,1,False Negative
video turki anggota dpr mpr nya rapat diawali membaca alquran,1,0,False Positive
video warga india diserang serangga beracun,1,1,True Negative
jokowi diiringi ketum parpol jelang reshuffle diapit paloh megawati,0,0,True Positive
link program bantuan pulsa ribu kuota gb,1,1,True Negative
video ri pulang kampung,1,1,True Negative
akun facebook donasi anak penderita kanker tulang,1,1,True Negative
agenda jokowi rabu pon forum mandiri internal terbang bali,0,0,True Positive
pks kritik pansus ikn capai anggota peraturan maksimal orang,0,0,True Positive
mobil terkait letusan gunung sinabung bangkai esemka,1,1,True Negative
kpu dituduh penggiringan opini,1,0,False Positive
video amerika penjarahan ketakutan virus corona,1,1,True Negative
pakar kepala daerah dipilih haram hukumnya presiden,0,0,True Positive
kpu kembalikan berkas pendaftaran parpol partai berkarya,0,0,True Positive
pesan berantai tim vaksinasi gsp data pribadi,1,1,True Negative
dony maryadi pimpinan komisi vii gantikan bambang pacul,0,0,True Positive
daftar parpol lolos syarat verifikasi administrasi pemilu,0,0,True Positive
pesan berantai tautan pendaftaran kartu prakerja,1,1,True Negative
video habib umar terbang berdoa,1,1,True Negative
ganjar pranowo cuaca politik genah,0,0,True Positive
pwnu muktamar dipercepat desember,0,0,True Positive
bendera tauhid dibakar indonesia erdogan menangis berpesan,1,1,True Negative
pemberitahuan pemadaman listrik wilayah kabupaten brebes,1,1,True Negative
lupa sby parah kasihan sby,1,1,True Negative
hujan interupsi pemilihan ketua pbnu diskors,0,0,True Positive
rekrutmen pegawai puskesmas wates,1,1,True Negative
peneliti australia jokowi presiden berkemampuan memiliki daya rusak,1,0,False Positive
covid murni sebabkan kematian,1,1,True Negative
bantuan covid bri briva,1,1,True Negative
tangkapan layar tentara merah rrc berkamuflase banser,1,1,True Negative
perintah pemimpin negara karyawan pns asn diwajib berpakaian foto dibawa mentri agama menteri komunis,1,1,True Negative
minim urgensi aturan nomor urut parpol pemilu perppu jokowi,0,0,True Positive
orang yg mengibarkan bendera bintang kejora gunung papua ditangkap polisi hongkong,1,1,True Negative
ritual iluminati janin bayi aborsi kandungan vaksin,1,1,True Negative
hacker masuk whatsapp,1,1,True Negative
psi resmi kirim surat paw viani limardi pimpinan dprd dki,0,0,True Positive
perampokan wanita supir taksi online balikpapan,1,1,True Negative
bamsoet waspadai kebangkitan terorisme komunisme pandemi,0,0,True Positive
denda mudik rp juta mei,1,1,True Negative
hasto pdip buka peluang koalisi parpol,0,0,True Positive
dpr dukung berantas pinjol ilegal meresahkan,0,0,True Positive
dpr surpres panglima tni insyaallah pekan,0,0,True Positive
pdip bongkar tantangan krusial panglima tni pengganti hadi,0,0,True Positive
survei pengungkapan migor kerek popularitas jokowi,0,0,True Positive
pesan whatsapp cek tagihan bpjs puskesmas pacet mojokerto,1,1,True Negative
foto baliho pdi p butuh suara umat islam,1,1,True Negative
menolak pikun…,1,1,True Negative
relawan jokpro jokowi prabowo lawan kotak kosong,0,0,True Positive
jokowi hati hati teriakkan lanjutkan didemo,0,1,False Negative
ratusan pasukan khusus cina tentara sukarelawan rusia perang ukraina,1,1,True Negative
gelora gugat uu pemilu fahri hamzah tantang mk debat terbuka,0,0,True Positive
dpr dukung revisi syarat taruna prajurit cerdas,0,0,True Positive
menpora halalkan judi bola,1,1,True Negative
pdip panggil teddy sulistyo mundur ketua dpc salatiga,0,0,True Positive
rakyat antusias menyambut kedatangan anis for presiden,1,1,True Negative
pro kontra dpr jokowi larang ekspor bahan baku migor,0,0,True Positive
keuskupan agung medan respons viral pastor dukung anies,0,0,True Positive
jokowi bawaslu hambat penyusunan dpt lapor,0,0,True Positive
bank indonesia jatuh tangan cina,1,1,True Negative
demokrat hasto pdip bilang pilpres paslon,0,0,True Positive
jokowi pindah agama katolik,1,1,True Negative
aliansi bem si geruduk jakarta september demo twk kpk,0,0,True Positive
pemerintah revisi uu ikn fraksi pks demokrat menolak,0,0,True Positive
tentara korea utara masuk islam,1,1,True Negative
pt telkom indonesia gb data internet pengguna,1,1,True Negative
pkb bahas amendemen uud pandemi bijaksana,0,0,True Positive
relawan luhut capres resmi dideklarasikan medan,0,0,True Positive
akun facebook bupati pacitan indrata nur bayuaji,1,1,True Negative
judul artikel jokowi maju pilpres rakyat bahagia rakyat ri menyayanginya,1,1,True Negative
deklarasi sang presiden skenario pelabelan anies kubu ekstremis,0,0,True Positive
presiden pks narasi masjid pesantren sumber radikalisme dilawan,0,0,True Positive
megawati cerita gus dur menag yaqut gus yahya,0,0,True Positive
siaran tvonenews harta pejabat meningkat drastis pandemi bonus jual corona vaksin,1,1,True Negative
warga sumbar dukung anies maju pilpres,0,0,True Positive
ajakan yg menarik ide menarik banget kwik kian gie,1,1,True Negative
momen puan airlangga hartarto jalan santai monas,0,0,True Positive
profesor chen horin lemon panas membunuh sel kanker,1,1,True Negative
den haag prabowo ajukan gugatan mahkamah internasional mma ufc,1,0,False Positive
plt ketum mardiono buka suara nasib ppp kib,0,0,True Positive
raffi ahmad ruben onsu sumbang m indra bekti,1,1,True Negative
foto cuitan ketik inaelectionobserversos biar dibantu cyber dunia,1,1,True Negative
smrc warga nu pkb usung ganjar ketimbang prabowo,0,0,True Positive
respons gerindra jatah prabowo terima kasih jokowi,0,0,True Positive
kabinet jokowi berencana isi jabatan wamen kosong,0,0,True Positive
berita duka seiamat jaian seiamanya vicky prastyo berita duka innaiiiahi wainnaiiiaihirojiun kabar dukа mеnуеiіmutі dunia entеrtаіnmеnt,1,1,True Negative
pan jawa barat usulkan rk anies ganjar capres,0,0,True Positive
ekor cacing pra sejarah berhasil dihidupkan peneliti rusia,1,1,True Negative
megawati menangis ceritakan gabung pdi era orde,0,0,True Positive
akun twitter bank bri menyediakan pelayanan whatsapp,1,1,True Negative
pks kritik jokowi kerumunan bingkisan warga terjun selokan,0,0,True Positive
rocky gerung wacanakan bikin liga boikot pemilu disingkat lbp,0,0,True Positive
video mengatasi kebocoran tabung gas kg dengaan merendam tabung air,1,1,True Negative
twice konser pendukung persib,1,1,True Negative
ketum partai ummat capres popularitas diatur survei,0,0,True Positive
pdip gelar rakernas juni jakarta jokowi dijadwalkan hadir,0,0,True Positive
dpr syarat pcr pesawat ka dikaji ulang,0,0,True Positive
akun whatsapp bupati klaten sri mulyani,1,1,True Negative
hasan nasbi cyrus anies gagal maju capres bertaruh alphard,0,1,False Negative
nasa mempekerjakan teolog memeriksa reaksi masyarakat penemuan alien,1,1,True Negative
tito pastikan perppu pemilu akomodasi provinsi papua barat daya,0,0,True Positive
survei lsp pdip tertinggi nasdem ambang batas parlemen,0,0,True Positive
keraton jogja tolak kedatangan jokowi mega aura negatif,1,0,False Positive
glaxosmithkline gsk pemilik pfizer laboratorium virologi wuhan,1,1,True Negative
penampakan kota ghaib saranjana teropong,1,1,True Negative
megawati bbm kondisi sulit,0,0,True Positive
pan inisiator pembentukan koalisi golkar pan ppp,0,0,True Positive
prabowo setuju hasil quick count pilpres ucapkan selamat jokowi,1,0,False Positive
pks jajaki koalisi semut merah pkb patah arang anies,0,0,True Positive
tahan ejek jaga gereja bubarkan pengajian tentangganya anggota banser stress meninggal,1,1,True Negative
kpk usul tambahan anggaran belanja pegawai rp miliar,0,0,True Positive
tes gula darah menyebarkan aids medan,1,1,True Negative
foto bill gates,1,1,True Negative
dpr undang ahli bahas usul legalisasi ganja medis,0,0,True Positive
dpr kementerian bin dibobol hacker kominfo macan ompong,0,0,True Positive
sandi disindir sekjen gerindra capres ilegal,0,0,True Positive
penggunaan masker memperburuk kondisi kesehatan tubuh,1,1,True Negative
hutang miliar sandiaga uno gugat anies baswedan,1,1,True Negative
pidato surya paloh rangka mendukung anies baswedan pemilu,1,1,True Negative
coretan indikasi maling rampok mengincar rumah,1,1,True Negative
imbauan isi bensin penuh tangki tanggal desember januari karyawan pertamina mogok kerja massal,1,1,True Negative
tweet habib rizieq ane kebagian sembako blt,1,1,True Negative
amien rais mayoritas kader partai ummat dukung anies capres,0,0,True Positive
puan kutip pidato soekarno selamat milad pemuda muhammadiyah,0,0,True Positive
survei rk erick thohir diunggulkan cawapres,0,0,True Positive
gaya berfoto simbol salib,1,1,True Negative
kpu hadiri sidang mediasi partai ummat bawaslu ri,0,0,True Positive
menag angkat aktivis muhammadiyah dirjen haji umrah,0,0,True Positive
daftar nama kader golkar relawan anies baswedan,0,0,True Positive
video ayah menari pemakaman putrinya dibunuh polisi iran,1,1,True Negative
smrc elektabilitas nasdem turun deklarasi capres menolong,0,0,True Positive
bayi meninggal puasa magrib,1,1,True Negative
syekh palestina ibadah masjidil aqsa ditembak zionis israel,1,1,True Negative
video demonstrasi anti lockdown london,1,1,True Negative
pks kritik desain istana negara ikn serahkan ahlinya,0,0,True Positive
bayangan mengerikan hiroshima,1,1,True Negative
jalan mulus kaesang jelang pemilu,0,0,True Positive
ombak menyentuh awan,1,1,True Negative
dpr khawatir kenaikan tiket borobudur kurangi wisatawan,0,0,True Positive
dewan pers maraton temui fraksi dpr rkuhp,0,0,True Positive
ahy sindir rezim jokowi tinggal gunting pita jasa sby,0,1,False Negative
video demo mahasiswa april,1,1,True Negative
china menjajah nkri salah satunya komplek khusus rumah elit china bertuliskan china,1,1,True Negative
adukan luhut erick jokowi pcr prima dituding cari popularitas,0,0,True Positive
pengantin wanita meninggal dirias,1,1,True Negative
vaksin mrna menyebabkan hepatitis anak,1,1,True Negative
pks dukung usulan gedung dpr rs covid,0,0,True Positive
pemerintah usul ruu tpks atur pemerkosaan aborsi,0,0,True Positive
pesan berantai salah menangkis virus covid air garam air hangat,1,1,True Negative
survei smrc suara pdip golkar signifikan usung ganjar,0,0,True Positive
golkar pdip ngotot pemilu coblos partai,0,0,True Positive
peserta bpjs wajib skrining,1,1,True Negative
mahfud md hadapan ulama indonesia negara agama,0,1,False Negative
ketua pbnu anggap cak imin arogan sentil yahya staquf,0,0,True Positive
foto ribuan mobil impor hangus pelabuhan beirut,1,1,True Negative
pernyataan idi terkait aspartame minuman instan sebabkan kanker diabetes pengerasan sumsum tulang,1,1,True Negative
